district,county,rep_unit,total,party,candidate,votes
3,CRAWFORD,Village of WAUZEKA Ward 1,271,REP,Derrick Van Orden,144
3,CRAWFORD,Village of WAUZEKA Ward 1,271,SCATTERING,NA,0
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 1,403,DEM,Brad Pfaff,189
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 1,403,REP,Derrick Van Orden,213
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 1,403,SCATTERING,NA,1
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 2,184,DEM,Brad Pfaff,93
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 2,184,REP,Derrick Van Orden,91
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 2,184,SCATTERING,NA,0
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 3,339,DEM,Brad Pfaff,184
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 3,339,REP,Derrick Van Orden,155
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 3,339,SCATTERING,NA,0
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 4,320,DEM,Brad Pfaff,169
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 4,320,REP,Derrick Van Orden,151
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 4,320,SCATTERING,NA,0
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 5,369,DEM,Brad Pfaff,211
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 5,369,REP,Derrick Van Orden,158
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 5,369,SCATTERING,NA,0
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 6,358,DEM,Brad Pfaff,211
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 6,358,REP,Derrick Van Orden,145
3,CRAWFORD,City of PRAIRIE DU CHIEN Ward 6,358,SCATTERING,NA,2
3,DUNN,Town of COLFAX Wards 1-3,574,DEM,Brad Pfaff,210
3,DUNN,Town of COLFAX Wards 1-3,574,REP,Derrick Van Orden,364
3,DUNN,Town of COLFAX Wards 1-3,574,SCATTERING,NA,0
3,DUNN,Town of DUNN Wards 1-2,708,DEM,Brad Pfaff,294
3,DUNN,Town of DUNN Wards 1-2,708,REP,Derrick Van Orden,414
3,DUNN,Town of DUNN Wards 1-2,708,SCATTERING,NA,0
3,DUNN,Town of EAU GALLE Ward 1,389,DEM,Brad Pfaff,116
3,DUNN,Town of EAU GALLE Ward 1,389,REP,Derrick Van Orden,273
3,DUNN,Town of EAU GALLE Ward 1,389,SCATTERING,NA,0
3,DUNN,Town of ELK MOUND Wards 1-3,828,DEM,Brad Pfaff,288
3,DUNN,Town of ELK MOUND Wards 1-3,828,REP,Derrick Van Orden,540
3,DUNN,Town of ELK MOUND Wards 1-3,828,SCATTERING,NA,0
3,DUNN,Town of GRANT Wards 1-2,224,DEM,Brad Pfaff,80
3,DUNN,Town of GRANT Wards 1-2,224,REP,Derrick Van Orden,144
3,DUNN,Town of GRANT Wards 1-2,224,SCATTERING,NA,0
3,DUNN,Town of HAY RIVER Wards 1-2,272,DEM,Brad Pfaff,96
3,DUNN,Town of HAY RIVER Wards 1-2,272,REP,Derrick Van Orden,176
3,DUNN,Town of HAY RIVER Wards 1-2,272,SCATTERING,NA,0
3,DUNN,Town of LUCAS Ward 1,354,DEM,Brad Pfaff,119
3,DUNN,Town of LUCAS Ward 1,354,REP,Derrick Van Orden,235
3,DUNN,Town of LUCAS Ward 1,354,SCATTERING,NA,0
3,DUNN,Town of MENOMONIE Wards 1-5,1558,DEM,Brad Pfaff,670
3,DUNN,Town of MENOMONIE Wards 1-5,1558,REP,Derrick Van Orden,888
3,DUNN,Town of MENOMONIE Wards 1-5,1558,SCATTERING,NA,0
3,DUNN,Town of NEW HAVEN Ward 1,293,DEM,Brad Pfaff,89
3,DUNN,Town of NEW HAVEN Ward 1,293,REP,Derrick Van Orden,204
3,DUNN,Town of NEW HAVEN Ward 1,293,SCATTERING,NA,0
3,DUNN,Town of OTTER CREEK Ward 1,254,DEM,Brad Pfaff,79
3,DUNN,Town of OTTER CREEK Ward 1,254,REP,Derrick Van Orden,175
3,DUNN,Town of OTTER CREEK Ward 1,254,SCATTERING,NA,0
3,DUNN,Town of PERU Ward 1,107,DEM,Brad Pfaff,33
3,DUNN,Town of PERU Ward 1,107,REP,Derrick Van Orden,74
3,DUNN,Town of PERU Ward 1,107,SCATTERING,NA,0
3,DUNN,Town of RED CEDAR Wards 1-4,1164,DEM,Brad Pfaff,440
3,DUNN,Town of RED CEDAR Wards 1-4,1164,REP,Derrick Van Orden,724
3,DUNN,Town of RED CEDAR Wards 1-4,1164,SCATTERING,NA,0
3,DUNN,Town of ROCK CREEK Wards 1-2,462,DEM,Brad Pfaff,182
3,DUNN,Town of ROCK CREEK Wards 1-2,462,REP,Derrick Van Orden,280
3,DUNN,Town of ROCK CREEK Wards 1-2,462,SCATTERING,NA,0
3,DUNN,Town of SAND CREEK Ward 1,257,DEM,Brad Pfaff,97
3,DUNN,Town of SAND CREEK Ward 1,257,REP,Derrick Van Orden,160
3,DUNN,Town of SAND CREEK Ward 1,257,SCATTERING,NA,0
3,DUNN,Town of SHERIDAN Ward 1,223,DEM,Brad Pfaff,66
3,DUNN,Town of SHERIDAN Ward 1,223,REP,Derrick Van Orden,157
3,DUNN,Town of SHERIDAN Ward 1,223,SCATTERING,NA,0
3,DUNN,Town of SHERMAN Wards 1-2,471,DEM,Brad Pfaff,159
3,DUNN,Town of SHERMAN Wards 1-2,471,REP,Derrick Van Orden,312
3,DUNN,Town of SHERMAN Wards 1-2,471,SCATTERING,NA,0
3,DUNN,Town of SPRING BROOK Wards 1-3,831,DEM,Brad Pfaff,295
3,DUNN,Town of SPRING BROOK Wards 1-3,831,REP,Derrick Van Orden,536
3,DUNN,Town of SPRING BROOK Wards 1-3,831,SCATTERING,NA,0
3,DUNN,Town of STANTON Ward 1,397,DEM,Brad Pfaff,135
3,DUNN,Town of STANTON Ward 1,397,REP,Derrick Van Orden,262
3,DUNN,Town of STANTON Ward 1,397,SCATTERING,NA,0
3,DUNN,Town of TAINTER Wards 1-4,1356,DEM,Brad Pfaff,576
3,DUNN,Town of TAINTER Wards 1-4,1356,REP,Derrick Van Orden,780
3,DUNN,Town of TAINTER Wards 1-4,1356,SCATTERING,NA,0
3,DUNN,Town of TIFFANY Wards 1-2,283,DEM,Brad Pfaff,71
3,DUNN,Town of TIFFANY Wards 1-2,283,REP,Derrick Van Orden,212
3,DUNN,Town of TIFFANY Wards 1-2,283,SCATTERING,NA,0
3,DUNN,Town of WESTON Wards 1-2,251,DEM,Brad Pfaff,88
3,DUNN,Town of WESTON Wards 1-2,251,REP,Derrick Van Orden,163
3,DUNN,Town of WESTON Wards 1-2,251,SCATTERING,NA,0
3,DUNN,Town of WILSON Ward 1,246,DEM,Brad Pfaff,94
3,DUNN,Town of WILSON Ward 1,246,REP,Derrick Van Orden,152
3,DUNN,Town of WILSON Ward 1,246,SCATTERING,NA,0
3,DUNN,Village of BOYCEVILLE Wards 1-2,373,DEM,Brad Pfaff,134
3,DUNN,Village of BOYCEVILLE Wards 1-2,373,REP,Derrick Van Orden,239
3,DUNN,Village of BOYCEVILLE Wards 1-2,373,SCATTERING,NA,0
3,DUNN,Village of COLFAX Wards 1-2,431,DEM,Brad Pfaff,208
3,DUNN,Village of COLFAX Wards 1-2,431,REP,Derrick Van Orden,223
3,DUNN,Village of COLFAX Wards 1-2,431,SCATTERING,NA,0
3,DUNN,Village of DOWNING Ward 1,98,DEM,Brad Pfaff,23
3,DUNN,Village of DOWNING Ward 1,98,REP,Derrick Van Orden,75
3,DUNN,Village of DOWNING Ward 1,98,SCATTERING,NA,0
3,DUNN,Village of ELK MOUND Ward 1,332,DEM,Brad Pfaff,141
3,DUNN,Village of ELK MOUND Ward 1,332,REP,Derrick Van Orden,191
3,DUNN,Village of ELK MOUND Ward 1,332,SCATTERING,NA,0
3,DUNN,Village of KNAPP Ward 1,184,DEM,Brad Pfaff,49
3,DUNN,Village of KNAPP Ward 1,184,REP,Derrick Van Orden,135
3,DUNN,Village of KNAPP Ward 1,184,SCATTERING,NA,0
3,DUNN,Village of RIDGELAND Ward 1,95,DEM,Brad Pfaff,41
3,DUNN,Village of RIDGELAND Ward 1,95,REP,Derrick Van Orden,54
3,DUNN,Village of RIDGELAND Ward 1,95,SCATTERING,NA,0
3,DUNN,Village of WHEELER Ward 1,80,DEM,Brad Pfaff,28
3,DUNN,Village of WHEELER Ward 1,80,REP,Derrick Van Orden,52
3,DUNN,Village of WHEELER Ward 1,80,SCATTERING,NA,0
3,DUNN,City of MENOMONIE Wards 1-2,1203,DEM,Brad Pfaff,635
3,DUNN,City of MENOMONIE Wards 1-2,1203,REP,Derrick Van Orden,568
3,DUNN,City of MENOMONIE Wards 1-2,1203,SCATTERING,NA,0
3,DUNN,City of MENOMONIE Wards 3-4,830,DEM,Brad Pfaff,497
3,DUNN,City of MENOMONIE Wards 3-4,830,REP,Derrick Van Orden,333
3,DUNN,City of MENOMONIE Wards 3-4,830,SCATTERING,NA,0
3,DUNN,"City of MENOMONIE Wards 5,7",582,DEM,Brad Pfaff,376
3,DUNN,"City of MENOMONIE Wards 5,7",582,REP,Derrick Van Orden,206
3,DUNN,"City of MENOMONIE Wards 5,7",582,SCATTERING,NA,0
3,DUNN,City of MENOMONIE Ward 6,527,DEM,Brad Pfaff,331
3,DUNN,City of MENOMONIE Ward 6,527,REP,Derrick Van Orden,196
3,DUNN,City of MENOMONIE Ward 6,527,SCATTERING,NA,0
3,DUNN,City of MENOMONIE Wards 8-9,857,DEM,Brad Pfaff,484
3,DUNN,City of MENOMONIE Wards 8-9,857,REP,Derrick Van Orden,373
3,DUNN,City of MENOMONIE Wards 8-9,857,SCATTERING,NA,0
3,DUNN,City of MENOMONIE Wards 10-11,1306,DEM,Brad Pfaff,813
3,DUNN,City of MENOMONIE Wards 10-11,1306,REP,Derrick Van Orden,493
3,DUNN,City of MENOMONIE Wards 10-11,1306,SCATTERING,NA,0
3,EAU CLAIRE,Town of BRIDGE CREEK Wards 1-3,579,DEM,Brad Pfaff,203
3,EAU CLAIRE,Town of BRIDGE CREEK Wards 1-3,579,REP,Derrick Van Orden,376
3,EAU CLAIRE,Town of BRIDGE CREEK Wards 1-3,579,SCATTERING,NA,0
3,EAU CLAIRE,Town of BRUNSWICK Wards 1-2,1047,DEM,Brad Pfaff,474
3,EAU CLAIRE,Town of BRUNSWICK Wards 1-2,1047,REP,Derrick Van Orden,573
3,EAU CLAIRE,Town of BRUNSWICK Wards 1-2,1047,SCATTERING,NA,0
3,EAU CLAIRE,Town of CLEAR CREEK Wards 1-2,398,DEM,Brad Pfaff,132
3,EAU CLAIRE,Town of CLEAR CREEK Wards 1-2,398,REP,Derrick Van Orden,266
3,EAU CLAIRE,Town of CLEAR CREEK Wards 1-2,398,SCATTERING,NA,0
3,EAU CLAIRE,Town of DRAMMEN Ward 1,409,DEM,Brad Pfaff,142
3,EAU CLAIRE,Town of DRAMMEN Ward 1,409,REP,Derrick Van Orden,266
3,EAU CLAIRE,Town of DRAMMEN Ward 1,409,SCATTERING,NA,1
3,EAU CLAIRE,Town of FAIRCHILD Ward 1,126,DEM,Brad Pfaff,34
3,EAU CLAIRE,Town of FAIRCHILD Ward 1,126,REP,Derrick Van Orden,92
3,EAU CLAIRE,Town of FAIRCHILD Ward 1,126,SCATTERING,NA,0
3,EAU CLAIRE,Town of LINCOLN Wards 1-2,577,DEM,Brad Pfaff,196
3,EAU CLAIRE,Town of LINCOLN Wards 1-2,577,REP,Derrick Van Orden,381
3,EAU CLAIRE,Town of LINCOLN Wards 1-2,577,SCATTERING,NA,0
3,EAU CLAIRE,Town of LUDINGTON Wards 1-2,548,DEM,Brad Pfaff,203
3,EAU CLAIRE,Town of LUDINGTON Wards 1-2,548,REP,Derrick Van Orden,344
3,EAU CLAIRE,Town of LUDINGTON Wards 1-2,548,SCATTERING,NA,1
3,EAU CLAIRE,Town of OTTER CREEK Ward 1,209,DEM,Brad Pfaff,74
3,EAU CLAIRE,Town of OTTER CREEK Ward 1,209,REP,Derrick Van Orden,135
3,EAU CLAIRE,Town of OTTER CREEK Ward 1,209,SCATTERING,NA,0
3,EAU CLAIRE,Town of PLEASANT VALLEY Wards 1-5,2238,DEM,Brad Pfaff,953
3,EAU CLAIRE,Town of PLEASANT VALLEY Wards 1-5,2238,REP,Derrick Van Orden,1284
3,EAU CLAIRE,Town of PLEASANT VALLEY Wards 1-5,2238,SCATTERING,NA,1
3,EAU CLAIRE,"Town of SEYMOUR Wards 1,2,3,4,5",1811,DEM,Brad Pfaff,798
3,EAU CLAIRE,"Town of SEYMOUR Wards 1,2,3,4,5",1811,REP,Derrick Van Orden,1012
3,EAU CLAIRE,"Town of SEYMOUR Wards 1,2,3,4,5",1811,SCATTERING,NA,1
3,EAU CLAIRE,Town of UNION Wards 1-5,1327,DEM,Brad Pfaff,621
3,EAU CLAIRE,Town of UNION Wards 1-5,1327,REP,Derrick Van Orden,706
3,EAU CLAIRE,Town of UNION Wards 1-5,1327,SCATTERING,NA,0
3,EAU CLAIRE,"Town of WASHINGTON Wards 1,6-9,13-15,18-19,21-22",2152,DEM,Brad Pfaff,1025
3,EAU CLAIRE,"Town of WASHINGTON Wards 1,6-9,13-15,18-19,21-22",2152,REP,Derrick Van Orden,1125
3,EAU CLAIRE,"Town of WASHINGTON Wards 1,6-9,13-15,18-19,21-22",2152,SCATTERING,NA,2
3,EAU CLAIRE,"Town of WASHINGTON Wards 2-5,10-12,16-17,20",1844,DEM,Brad Pfaff,942
3,EAU CLAIRE,"Town of WASHINGTON Wards 2-5,10-12,16-17,20",1844,REP,Derrick Van Orden,902
3,EAU CLAIRE,"Town of WASHINGTON Wards 2-5,10-12,16-17,20",1844,SCATTERING,NA,0
3,EAU CLAIRE,Town of WILSON Ward 1,171,DEM,Brad Pfaff,40
3,EAU CLAIRE,Town of WILSON Ward 1,171,REP,Derrick Van Orden,130
3,EAU CLAIRE,Town of WILSON Ward 1,171,SCATTERING,NA,1
3,EAU CLAIRE,Village of FAIRCHILD Ward 1,142,DEM,Brad Pfaff,51
3,EAU CLAIRE,Village of FAIRCHILD Ward 1,142,REP,Derrick Van Orden,91
3,EAU CLAIRE,Village of FAIRCHILD Ward 1,142,SCATTERING,NA,0
3,EAU CLAIRE,Village of FALL CREEK Wards 1-2,660,DEM,Brad Pfaff,275
3,EAU CLAIRE,Village of FALL CREEK Wards 1-2,660,REP,Derrick Van Orden,384
3,EAU CLAIRE,Village of FALL CREEK Wards 1-2,660,SCATTERING,NA,1
3,EAU CLAIRE,VILLAGE OF LAKE HALLIE Ward 11,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,VILLAGE OF LAKE HALLIE Ward 11,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,VILLAGE OF LAKE HALLIE Ward 11,0,SCATTERING,NA,0
3,EAU CLAIRE,City of ALTOONA Wards 1-14,3849,DEM,Brad Pfaff,2136
3,EAU CLAIRE,City of ALTOONA Wards 1-14,3849,REP,Derrick Van Orden,1708
3,EAU CLAIRE,City of ALTOONA Wards 1-14,3849,SCATTERING,NA,5
3,EAU CLAIRE,City of AUGUSTA Wards 1-5,541,DEM,Brad Pfaff,193
3,EAU CLAIRE,City of AUGUSTA Wards 1-5,541,REP,Derrick Van Orden,346
3,EAU CLAIRE,City of AUGUSTA Wards 1-5,541,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 1,427,DEM,Brad Pfaff,319
3,EAU CLAIRE,City of EAU CLAIRE Ward 1,427,REP,Derrick Van Orden,107
3,EAU CLAIRE,City of EAU CLAIRE Ward 1,427,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 2,369,DEM,Brad Pfaff,285
3,EAU CLAIRE,City of EAU CLAIRE Ward 2,369,REP,Derrick Van Orden,84
3,EAU CLAIRE,City of EAU CLAIRE Ward 2,369,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 3,655,DEM,Brad Pfaff,513
3,EAU CLAIRE,City of EAU CLAIRE Ward 3,655,REP,Derrick Van Orden,142
3,EAU CLAIRE,City of EAU CLAIRE Ward 3,655,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 4,348,DEM,Brad Pfaff,217
3,EAU CLAIRE,City of EAU CLAIRE Ward 4,348,REP,Derrick Van Orden,131
3,EAU CLAIRE,City of EAU CLAIRE Ward 4,348,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 5,370,DEM,Brad Pfaff,279
3,EAU CLAIRE,City of EAU CLAIRE Ward 5,370,REP,Derrick Van Orden,91
3,EAU CLAIRE,City of EAU CLAIRE Ward 5,370,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 6,363,DEM,Brad Pfaff,267
3,EAU CLAIRE,City of EAU CLAIRE Ward 6,363,REP,Derrick Van Orden,96
3,EAU CLAIRE,City of EAU CLAIRE Ward 6,363,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 7,438,DEM,Brad Pfaff,296
3,EAU CLAIRE,City of EAU CLAIRE Ward 7,438,REP,Derrick Van Orden,141
3,EAU CLAIRE,City of EAU CLAIRE Ward 7,438,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 8,694,DEM,Brad Pfaff,435
3,EAU CLAIRE,City of EAU CLAIRE Ward 8,694,REP,Derrick Van Orden,258
3,EAU CLAIRE,City of EAU CLAIRE Ward 8,694,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 9,393,DEM,Brad Pfaff,282
3,EAU CLAIRE,City of EAU CLAIRE Ward 9,393,REP,Derrick Van Orden,111
3,EAU CLAIRE,City of EAU CLAIRE Ward 9,393,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 10,453,DEM,Brad Pfaff,257
3,EAU CLAIRE,City of EAU CLAIRE Ward 10,453,REP,Derrick Van Orden,196
3,EAU CLAIRE,City of EAU CLAIRE Ward 10,453,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 11,771,DEM,Brad Pfaff,400
3,EAU CLAIRE,City of EAU CLAIRE Ward 11,771,REP,Derrick Van Orden,370
3,EAU CLAIRE,City of EAU CLAIRE Ward 11,771,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 12,676,DEM,Brad Pfaff,381
3,EAU CLAIRE,City of EAU CLAIRE Ward 12,676,REP,Derrick Van Orden,295
3,EAU CLAIRE,City of EAU CLAIRE Ward 12,676,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 13,612,DEM,Brad Pfaff,363
3,EAU CLAIRE,City of EAU CLAIRE Ward 13,612,REP,Derrick Van Orden,248
3,EAU CLAIRE,City of EAU CLAIRE Ward 13,612,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 14,793,DEM,Brad Pfaff,434
3,EAU CLAIRE,City of EAU CLAIRE Ward 14,793,REP,Derrick Van Orden,359
3,EAU CLAIRE,City of EAU CLAIRE Ward 14,793,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 15,530,DEM,Brad Pfaff,323
3,EAU CLAIRE,City of EAU CLAIRE Ward 15,530,REP,Derrick Van Orden,205
3,EAU CLAIRE,City of EAU CLAIRE Ward 15,530,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 17,582,DEM,Brad Pfaff,349
3,EAU CLAIRE,City of EAU CLAIRE Ward 17,582,REP,Derrick Van Orden,233
3,EAU CLAIRE,City of EAU CLAIRE Ward 17,582,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 18,596,DEM,Brad Pfaff,341
3,EAU CLAIRE,City of EAU CLAIRE Ward 18,596,REP,Derrick Van Orden,254
3,EAU CLAIRE,City of EAU CLAIRE Ward 18,596,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 19,450,DEM,Brad Pfaff,247
3,EAU CLAIRE,City of EAU CLAIRE Ward 19,450,REP,Derrick Van Orden,202
3,EAU CLAIRE,City of EAU CLAIRE Ward 19,450,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 20,950,DEM,Brad Pfaff,720
3,EAU CLAIRE,City of EAU CLAIRE Ward 20,950,REP,Derrick Van Orden,228
3,EAU CLAIRE,City of EAU CLAIRE Ward 20,950,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 21,419,DEM,Brad Pfaff,281
3,EAU CLAIRE,City of EAU CLAIRE Ward 21,419,REP,Derrick Van Orden,136
3,EAU CLAIRE,City of EAU CLAIRE Ward 21,419,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 22,417,DEM,Brad Pfaff,241
3,EAU CLAIRE,City of EAU CLAIRE Ward 22,417,REP,Derrick Van Orden,176
3,EAU CLAIRE,City of EAU CLAIRE Ward 22,417,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 23,533,DEM,Brad Pfaff,301
3,EAU CLAIRE,City of EAU CLAIRE Ward 23,533,REP,Derrick Van Orden,232
3,EAU CLAIRE,City of EAU CLAIRE Ward 23,533,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 24,542,DEM,Brad Pfaff,440
3,EAU CLAIRE,City of EAU CLAIRE Ward 24,542,REP,Derrick Van Orden,102
3,EAU CLAIRE,City of EAU CLAIRE Ward 24,542,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 25,680,DEM,Brad Pfaff,449
3,EAU CLAIRE,City of EAU CLAIRE Ward 25,680,REP,Derrick Van Orden,231
3,EAU CLAIRE,City of EAU CLAIRE Ward 25,680,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 26,592,DEM,Brad Pfaff,345
3,EAU CLAIRE,City of EAU CLAIRE Ward 26,592,REP,Derrick Van Orden,247
3,EAU CLAIRE,City of EAU CLAIRE Ward 26,592,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 27,548,DEM,Brad Pfaff,330
3,EAU CLAIRE,City of EAU CLAIRE Ward 27,548,REP,Derrick Van Orden,218
3,EAU CLAIRE,City of EAU CLAIRE Ward 27,548,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 28,501,DEM,Brad Pfaff,299
3,EAU CLAIRE,City of EAU CLAIRE Ward 28,501,REP,Derrick Van Orden,201
3,EAU CLAIRE,City of EAU CLAIRE Ward 28,501,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 29,514,DEM,Brad Pfaff,334
3,EAU CLAIRE,City of EAU CLAIRE Ward 29,514,REP,Derrick Van Orden,179
3,EAU CLAIRE,City of EAU CLAIRE Ward 29,514,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 30,443,DEM,Brad Pfaff,294
3,EAU CLAIRE,City of EAU CLAIRE Ward 30,443,REP,Derrick Van Orden,148
3,EAU CLAIRE,City of EAU CLAIRE Ward 30,443,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 31,447,DEM,Brad Pfaff,339
3,EAU CLAIRE,City of EAU CLAIRE Ward 31,447,REP,Derrick Van Orden,106
3,EAU CLAIRE,City of EAU CLAIRE Ward 31,447,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 32,581,DEM,Brad Pfaff,399
3,EAU CLAIRE,City of EAU CLAIRE Ward 32,581,REP,Derrick Van Orden,181
3,EAU CLAIRE,City of EAU CLAIRE Ward 32,581,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 33,421,DEM,Brad Pfaff,238
3,EAU CLAIRE,City of EAU CLAIRE Ward 33,421,REP,Derrick Van Orden,182
3,EAU CLAIRE,City of EAU CLAIRE Ward 33,421,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 34,344,DEM,Brad Pfaff,222
3,EAU CLAIRE,City of EAU CLAIRE Ward 34,344,REP,Derrick Van Orden,121
3,EAU CLAIRE,City of EAU CLAIRE Ward 34,344,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 35,503,DEM,Brad Pfaff,326
3,EAU CLAIRE,City of EAU CLAIRE Ward 35,503,REP,Derrick Van Orden,177
3,EAU CLAIRE,City of EAU CLAIRE Ward 35,503,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 36,386,DEM,Brad Pfaff,212
3,EAU CLAIRE,City of EAU CLAIRE Ward 36,386,REP,Derrick Van Orden,174
3,EAU CLAIRE,City of EAU CLAIRE Ward 36,386,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 37,641,DEM,Brad Pfaff,350
3,EAU CLAIRE,City of EAU CLAIRE Ward 37,641,REP,Derrick Van Orden,290
3,EAU CLAIRE,City of EAU CLAIRE Ward 37,641,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 38,347,DEM,Brad Pfaff,205
3,EAU CLAIRE,City of EAU CLAIRE Ward 38,347,REP,Derrick Van Orden,142
3,EAU CLAIRE,City of EAU CLAIRE Ward 38,347,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 39,692,DEM,Brad Pfaff,396
3,EAU CLAIRE,City of EAU CLAIRE Ward 39,692,REP,Derrick Van Orden,296
3,EAU CLAIRE,City of EAU CLAIRE Ward 39,692,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 42,493,DEM,Brad Pfaff,270
3,EAU CLAIRE,City of EAU CLAIRE Ward 42,493,REP,Derrick Van Orden,222
3,EAU CLAIRE,City of EAU CLAIRE Ward 42,493,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 43,372,DEM,Brad Pfaff,233
3,EAU CLAIRE,City of EAU CLAIRE Ward 43,372,REP,Derrick Van Orden,139
3,EAU CLAIRE,City of EAU CLAIRE Ward 43,372,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 44,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 44,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 44,0,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 45,483,DEM,Brad Pfaff,283
3,EAU CLAIRE,City of EAU CLAIRE Ward 45,483,REP,Derrick Van Orden,200
3,EAU CLAIRE,City of EAU CLAIRE Ward 45,483,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 46,478,DEM,Brad Pfaff,310
3,EAU CLAIRE,City of EAU CLAIRE Ward 46,478,REP,Derrick Van Orden,166
3,EAU CLAIRE,City of EAU CLAIRE Ward 46,478,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 47,457,DEM,Brad Pfaff,248
3,EAU CLAIRE,City of EAU CLAIRE Ward 47,457,REP,Derrick Van Orden,209
3,EAU CLAIRE,City of EAU CLAIRE Ward 47,457,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 48,246,DEM,Brad Pfaff,142
3,EAU CLAIRE,City of EAU CLAIRE Ward 48,246,REP,Derrick Van Orden,104
3,EAU CLAIRE,City of EAU CLAIRE Ward 48,246,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 49,265,DEM,Brad Pfaff,162
