district,county,rep_unit,total,party,candidate,votes
6,MANITOWOC,"Village of MISHICOT Wards 1,2",537,SCATTERING,NA,16
6,MANITOWOC,Village of REEDSVILLE Wards 1-2,413,REP,Glenn Grothman,408
6,MANITOWOC,Village of REEDSVILLE Wards 1-2,413,IND,Tom Powell (write-in),0
6,MANITOWOC,Village of REEDSVILLE Wards 1-2,413,SCATTERING,NA,5
6,MANITOWOC,Village of ST. NAZIANZ Ward 1,254,REP,Glenn Grothman,250
6,MANITOWOC,Village of ST. NAZIANZ Ward 1,254,IND,Tom Powell (write-in),0
6,MANITOWOC,Village of ST. NAZIANZ Ward 1,254,SCATTERING,NA,4
6,MANITOWOC,Village of VALDERS Ward 1,362,REP,Glenn Grothman,358
6,MANITOWOC,Village of VALDERS Ward 1,362,IND,Tom Powell (write-in),1
6,MANITOWOC,Village of VALDERS Ward 1,362,SCATTERING,NA,3
6,MANITOWOC,Village of WHITELAW Ward 1,333,REP,Glenn Grothman,329
6,MANITOWOC,Village of WHITELAW Ward 1,333,IND,Tom Powell (write-in),0
6,MANITOWOC,Village of WHITELAW Ward 1,333,SCATTERING,NA,4
6,MANITOWOC,City of KIEL Wards 1-6,1374,REP,Glenn Grothman,1303
6,MANITOWOC,City of KIEL Wards 1-6,1374,IND,Tom Powell (write-in),1
6,MANITOWOC,City of KIEL Wards 1-6,1374,SCATTERING,NA,70
6,MANITOWOC,City of MANITOWOC Wards 1-2,870,REP,Glenn Grothman,807
6,MANITOWOC,City of MANITOWOC Wards 1-2,870,IND,Tom Powell (write-in),15
6,MANITOWOC,City of MANITOWOC Wards 1-2,870,SCATTERING,NA,48
6,MANITOWOC,City of MANITOWOC Wards 3-4,1072,REP,Glenn Grothman,1017
6,MANITOWOC,City of MANITOWOC Wards 3-4,1072,IND,Tom Powell (write-in),0
6,MANITOWOC,City of MANITOWOC Wards 3-4,1072,SCATTERING,NA,55
6,MANITOWOC,City of MANITOWOC Wards 5-6,742,REP,Glenn Grothman,657
6,MANITOWOC,City of MANITOWOC Wards 5-6,742,IND,Tom Powell (write-in),0
6,MANITOWOC,City of MANITOWOC Wards 5-6,742,SCATTERING,NA,85
6,MANITOWOC,City of MANITOWOC Wards 7-8,507,REP,Glenn Grothman,470
6,MANITOWOC,City of MANITOWOC Wards 7-8,507,IND,Tom Powell (write-in),0
6,MANITOWOC,City of MANITOWOC Wards 7-8,507,SCATTERING,NA,37
6,MANITOWOC,City of MANITOWOC Wards 9-10,916,REP,Glenn Grothman,867
6,MANITOWOC,City of MANITOWOC Wards 9-10,916,IND,Tom Powell (write-in),1
6,MANITOWOC,City of MANITOWOC Wards 9-10,916,SCATTERING,NA,48
6,MANITOWOC,City of MANITOWOC Wards 11-12,1072,REP,Glenn Grothman,1013
6,MANITOWOC,City of MANITOWOC Wards 11-12,1072,IND,Tom Powell (write-in),0
6,MANITOWOC,City of MANITOWOC Wards 11-12,1072,SCATTERING,NA,59
6,MANITOWOC,"City of MANITOWOC Wards 13-14,23",733,REP,Glenn Grothman,704
6,MANITOWOC,"City of MANITOWOC Wards 13-14,23",733,IND,Tom Powell (write-in),2
6,MANITOWOC,"City of MANITOWOC Wards 13-14,23",733,SCATTERING,NA,27
6,MANITOWOC,City of MANITOWOC Wards 15-16,1177,REP,Glenn Grothman,1125
6,MANITOWOC,City of MANITOWOC Wards 15-16,1177,IND,Tom Powell (write-in),1
6,MANITOWOC,City of MANITOWOC Wards 15-16,1177,SCATTERING,NA,51
6,MANITOWOC,"City of MANITOWOC Wards 17-18,21-22",952,REP,Glenn Grothman,921
6,MANITOWOC,"City of MANITOWOC Wards 17-18,21-22",952,IND,Tom Powell (write-in),1
6,MANITOWOC,"City of MANITOWOC Wards 17-18,21-22",952,SCATTERING,NA,30
6,MANITOWOC,City of MANITOWOC Wards 19-20,1537,REP,Glenn Grothman,1483
6,MANITOWOC,City of MANITOWOC Wards 19-20,1537,IND,Tom Powell (write-in),0
6,MANITOWOC,City of MANITOWOC Wards 19-20,1537,SCATTERING,NA,54
6,MANITOWOC,City of TWO RIVERS Wards 1-5,2263,REP,Glenn Grothman,2126
6,MANITOWOC,City of TWO RIVERS Wards 1-5,2263,IND,Tom Powell (write-in),2
6,MANITOWOC,City of TWO RIVERS Wards 1-5,2263,SCATTERING,NA,135
6,MANITOWOC,City of TWO RIVERS Wards 6-8,1149,REP,Glenn Grothman,1084
6,MANITOWOC,City of TWO RIVERS Wards 6-8,1149,IND,Tom Powell (write-in),0
6,MANITOWOC,City of TWO RIVERS Wards 6-8,1149,SCATTERING,NA,65
6,MARQUETTE,Town of BUFFALO Wards 1-3,403,REP,Glenn Grothman,385
6,MARQUETTE,Town of BUFFALO Wards 1-3,403,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of BUFFALO Wards 1-3,403,SCATTERING,NA,18
6,MARQUETTE,Town of CRYSTAL LAKE Ward 1,242,REP,Glenn Grothman,239
6,MARQUETTE,Town of CRYSTAL LAKE Ward 1,242,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of CRYSTAL LAKE Ward 1,242,SCATTERING,NA,3
6,MARQUETTE,Town of DOUGLAS Ward 1,347,REP,Glenn Grothman,336
6,MARQUETTE,Town of DOUGLAS Ward 1,347,IND,Tom Powell (write-in),2
6,MARQUETTE,Town of DOUGLAS Ward 1,347,SCATTERING,NA,9
6,MARQUETTE,Town of HARRIS Ward 1,322,REP,Glenn Grothman,316
6,MARQUETTE,Town of HARRIS Ward 1,322,IND,Tom Powell (write-in),2
6,MARQUETTE,Town of HARRIS Ward 1,322,SCATTERING,NA,4
6,MARQUETTE,Town of MECAN Ward 1,325,REP,Glenn Grothman,313
6,MARQUETTE,Town of MECAN Ward 1,325,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of MECAN Ward 1,325,SCATTERING,NA,12
6,MARQUETTE,Town of MONTELLO Wards 1-4,480,REP,Glenn Grothman,464
6,MARQUETTE,Town of MONTELLO Wards 1-4,480,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of MONTELLO Wards 1-4,480,SCATTERING,NA,16
6,MARQUETTE,Town of MOUNDVILLE Wards 1-2,200,REP,Glenn Grothman,194
6,MARQUETTE,Town of MOUNDVILLE Wards 1-2,200,IND,Tom Powell (write-in),2
6,MARQUETTE,Town of MOUNDVILLE Wards 1-2,200,SCATTERING,NA,4
6,MARQUETTE,Town of NESHKORO Wards 1-2,276,REP,Glenn Grothman,271
6,MARQUETTE,Town of NESHKORO Wards 1-2,276,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of NESHKORO Wards 1-2,276,SCATTERING,NA,5
6,MARQUETTE,Town of NEWTON Wards 1-2,187,REP,Glenn Grothman,183
6,MARQUETTE,Town of NEWTON Wards 1-2,187,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of NEWTON Wards 1-2,187,SCATTERING,NA,4
6,MARQUETTE,Town of OXFORD Wards 1-2,384,REP,Glenn Grothman,370
6,MARQUETTE,Town of OXFORD Wards 1-2,384,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of OXFORD Wards 1-2,384,SCATTERING,NA,14
6,MARQUETTE,Town of PACKWAUKEE Wards 1-3,571,REP,Glenn Grothman,549
6,MARQUETTE,Town of PACKWAUKEE Wards 1-3,571,IND,Tom Powell (write-in),1
6,MARQUETTE,Town of PACKWAUKEE Wards 1-3,571,SCATTERING,NA,21
6,MARQUETTE,Town of SHIELDS Wards 1-2,252,REP,Glenn Grothman,248
6,MARQUETTE,Town of SHIELDS Wards 1-2,252,IND,Tom Powell (write-in),1
6,MARQUETTE,Town of SHIELDS Wards 1-2,252,SCATTERING,NA,3
6,MARQUETTE,Town of SPRINGFIELD Ward 1,355,REP,Glenn Grothman,341
6,MARQUETTE,Town of SPRINGFIELD Ward 1,355,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of SPRINGFIELD Ward 1,355,SCATTERING,NA,14
6,MARQUETTE,Town of WESTFIELD Wards 1-2,358,REP,Glenn Grothman,344
6,MARQUETTE,Town of WESTFIELD Wards 1-2,358,IND,Tom Powell (write-in),0
6,MARQUETTE,Town of WESTFIELD Wards 1-2,358,SCATTERING,NA,14
6,MARQUETTE,Village of ENDEAVOR Ward 1,134,REP,Glenn Grothman,124
6,MARQUETTE,Village of ENDEAVOR Ward 1,134,IND,Tom Powell (write-in),0
6,MARQUETTE,Village of ENDEAVOR Ward 1,134,SCATTERING,NA,10
6,MARQUETTE,Village of NESHKORO Ward 1,137,REP,Glenn Grothman,133
6,MARQUETTE,Village of NESHKORO Ward 1,137,IND,Tom Powell (write-in),1
6,MARQUETTE,Village of NESHKORO Ward 1,137,SCATTERING,NA,3
6,MARQUETTE,Village of OXFORD Ward 1,171,REP,Glenn Grothman,167
6,MARQUETTE,Village of OXFORD Ward 1,171,IND,Tom Powell (write-in),0
6,MARQUETTE,Village of OXFORD Ward 1,171,SCATTERING,NA,4
6,MARQUETTE,Village of WESTFIELD Wards 1-3,325,REP,Glenn Grothman,309
6,MARQUETTE,Village of WESTFIELD Wards 1-3,325,IND,Tom Powell (write-in),2
6,MARQUETTE,Village of WESTFIELD Wards 1-3,325,SCATTERING,NA,14
6,MARQUETTE,City of MONTELLO Wards 1-4,429,REP,Glenn Grothman,409
6,MARQUETTE,City of MONTELLO Wards 1-4,429,IND,Tom Powell (write-in),1
6,MARQUETTE,City of MONTELLO Wards 1-4,429,SCATTERING,NA,19
6,OZAUKEE,Town of BELGIUM Wards 1-3,691,REP,Glenn Grothman,655
6,OZAUKEE,Town of BELGIUM Wards 1-3,691,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of BELGIUM Wards 1-3,691,SCATTERING,NA,36
6,OZAUKEE,Town of CEDARBURG Wards 1-2,661,REP,Glenn Grothman,621
6,OZAUKEE,Town of CEDARBURG Wards 1-2,661,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of CEDARBURG Wards 1-2,661,SCATTERING,NA,40
6,OZAUKEE,Town of CEDARBURG Wards 3-4,566,REP,Glenn Grothman,533
6,OZAUKEE,Town of CEDARBURG Wards 3-4,566,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of CEDARBURG Wards 3-4,566,SCATTERING,NA,33
6,OZAUKEE,"Town of CEDARBURG Wards 5-6,10",948,REP,Glenn Grothman,893
6,OZAUKEE,"Town of CEDARBURG Wards 5-6,10",948,IND,Tom Powell (write-in),1
6,OZAUKEE,"Town of CEDARBURG Wards 5-6,10",948,SCATTERING,NA,54
6,OZAUKEE,Town of CEDARBURG Wards 7-9,888,REP,Glenn Grothman,836
6,OZAUKEE,Town of CEDARBURG Wards 7-9,888,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of CEDARBURG Wards 7-9,888,SCATTERING,NA,52
6,OZAUKEE,Town of FREDONIA Wards 1-4,1032,REP,Glenn Grothman,1007
6,OZAUKEE,Town of FREDONIA Wards 1-4,1032,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of FREDONIA Wards 1-4,1032,SCATTERING,NA,25
6,OZAUKEE,"Town of GRAFTON Wards 1-2,5",1094,REP,Glenn Grothman,1030
6,OZAUKEE,"Town of GRAFTON Wards 1-2,5",1094,IND,Tom Powell (write-in),2
6,OZAUKEE,"Town of GRAFTON Wards 1-2,5",1094,SCATTERING,NA,62
6,OZAUKEE,"Town of GRAFTON Wards 3-4,6",1035,REP,Glenn Grothman,966
6,OZAUKEE,"Town of GRAFTON Wards 3-4,6",1035,IND,Tom Powell (write-in),3
6,OZAUKEE,"Town of GRAFTON Wards 3-4,6",1035,SCATTERING,NA,66
6,OZAUKEE,Town of PORT WASHINGTON Wards 1-2,738,REP,Glenn Grothman,701
6,OZAUKEE,Town of PORT WASHINGTON Wards 1-2,738,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of PORT WASHINGTON Wards 1-2,738,SCATTERING,NA,37
6,OZAUKEE,Town of SAUKVILLE Wards 1-3,924,REP,Glenn Grothman,886
6,OZAUKEE,Town of SAUKVILLE Wards 1-3,924,IND,Tom Powell (write-in),0
6,OZAUKEE,Town of SAUKVILLE Wards 1-3,924,SCATTERING,NA,38
6,OZAUKEE,VILLAGE OF BAYSIDE Ward 6,36,REP,Glenn Grothman,30
6,OZAUKEE,VILLAGE OF BAYSIDE Ward 6,36,IND,Tom Powell (write-in),0
6,OZAUKEE,VILLAGE OF BAYSIDE Ward 6,36,SCATTERING,NA,6
6,OZAUKEE,Village of BELGIUM Wards 1-3,1008,REP,Glenn Grothman,975
6,OZAUKEE,Village of BELGIUM Wards 1-3,1008,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of BELGIUM Wards 1-3,1008,SCATTERING,NA,33
6,OZAUKEE,Village of FREDONIA Wards 1-3,940,REP,Glenn Grothman,904
6,OZAUKEE,Village of FREDONIA Wards 1-3,940,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of FREDONIA Wards 1-3,940,SCATTERING,NA,36
6,OZAUKEE,Village of GRAFTON Wards 1-2,802,REP,Glenn Grothman,755
6,OZAUKEE,Village of GRAFTON Wards 1-2,802,IND,Tom Powell (write-in),1
6,OZAUKEE,Village of GRAFTON Wards 1-2,802,SCATTERING,NA,46
6,OZAUKEE,Village of GRAFTON Wards 3-4,638,REP,Glenn Grothman,586
6,OZAUKEE,Village of GRAFTON Wards 3-4,638,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Wards 3-4,638,SCATTERING,NA,52
6,OZAUKEE,Village of GRAFTON Wards 5-6,736,REP,Glenn Grothman,660
6,OZAUKEE,Village of GRAFTON Wards 5-6,736,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Wards 5-6,736,SCATTERING,NA,76
6,OZAUKEE,Village of GRAFTON Wards 7-8,669,REP,Glenn Grothman,627
6,OZAUKEE,Village of GRAFTON Wards 7-8,669,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Wards 7-8,669,SCATTERING,NA,42
6,OZAUKEE,Village of GRAFTON Wards 9-10,766,REP,Glenn Grothman,706
6,OZAUKEE,Village of GRAFTON Wards 9-10,766,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Wards 9-10,766,SCATTERING,NA,60
6,OZAUKEE,Village of GRAFTON Wards 11-12,594,REP,Glenn Grothman,558
6,OZAUKEE,Village of GRAFTON Wards 11-12,594,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Wards 11-12,594,SCATTERING,NA,36
6,OZAUKEE,Village of GRAFTON Wards 13-14,749,REP,Glenn Grothman,691
6,OZAUKEE,Village of GRAFTON Wards 13-14,749,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Wards 13-14,749,SCATTERING,NA,58
6,OZAUKEE,Village of GRAFTON Ward 15,0,REP,Glenn Grothman,0
6,OZAUKEE,Village of GRAFTON Ward 15,0,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of GRAFTON Ward 15,0,SCATTERING,NA,0
6,OZAUKEE,VILLAGE OF NEWBURG Ward 3,34,REP,Glenn Grothman,34
6,OZAUKEE,VILLAGE OF NEWBURG Ward 3,34,IND,Tom Powell (write-in),0
6,OZAUKEE,VILLAGE OF NEWBURG Ward 3,34,SCATTERING,NA,0
6,OZAUKEE,"Village of SAUKVILLE Wards 1,6-7",872,REP,Glenn Grothman,823
6,OZAUKEE,"Village of SAUKVILLE Wards 1,6-7",872,IND,Tom Powell (write-in),0
6,OZAUKEE,"Village of SAUKVILLE Wards 1,6-7",872,SCATTERING,NA,49
6,OZAUKEE,Village of SAUKVILLE Wards 2-5,711,REP,Glenn Grothman,665
6,OZAUKEE,Village of SAUKVILLE Wards 2-5,711,IND,Tom Powell (write-in),1
6,OZAUKEE,Village of SAUKVILLE Wards 2-5,711,SCATTERING,NA,45
6,OZAUKEE,Village of THIENSVILLE Wards 1-2,769,REP,Glenn Grothman,690
6,OZAUKEE,Village of THIENSVILLE Wards 1-2,769,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of THIENSVILLE Wards 1-2,769,SCATTERING,NA,79
6,OZAUKEE,Village of THIENSVILLE Wards 3-4,541,REP,Glenn Grothman,501
6,OZAUKEE,Village of THIENSVILLE Wards 3-4,541,IND,Tom Powell (write-in),0
6,OZAUKEE,Village of THIENSVILLE Wards 3-4,541,SCATTERING,NA,40
6,OZAUKEE,City of CEDARBURG Ward 1,901,REP,Glenn Grothman,819
6,OZAUKEE,City of CEDARBURG Ward 1,901,IND,Tom Powell (write-in),0
6,OZAUKEE,City of CEDARBURG Ward 1,901,SCATTERING,NA,82
6,OZAUKEE,City of CEDARBURG Ward 2,699,REP,Glenn Grothman,631
6,OZAUKEE,City of CEDARBURG Ward 2,699,IND,Tom Powell (write-in),0
6,OZAUKEE,City of CEDARBURG Ward 2,699,SCATTERING,NA,68
6,OZAUKEE,City of CEDARBURG Ward 3,643,REP,Glenn Grothman,546
6,OZAUKEE,City of CEDARBURG Ward 3,643,IND,Tom Powell (write-in),2
6,OZAUKEE,City of CEDARBURG Ward 3,643,SCATTERING,NA,95
6,OZAUKEE,City of CEDARBURG Ward 4,659,REP,Glenn Grothman,587
6,OZAUKEE,City of CEDARBURG Ward 4,659,IND,Tom Powell (write-in),0
6,OZAUKEE,City of CEDARBURG Ward 4,659,SCATTERING,NA,72
6,OZAUKEE,City of CEDARBURG Ward 5,688,REP,Glenn Grothman,616
6,OZAUKEE,City of CEDARBURG Ward 5,688,IND,Tom Powell (write-in),0
6,OZAUKEE,City of CEDARBURG Ward 5,688,SCATTERING,NA,72
6,OZAUKEE,City of CEDARBURG Ward 6,728,REP,Glenn Grothman,659
6,OZAUKEE,City of CEDARBURG Ward 6,728,IND,Tom Powell (write-in),0
6,OZAUKEE,City of CEDARBURG Ward 6,728,SCATTERING,NA,69
6,OZAUKEE,City of CEDARBURG Ward 7,762,REP,Glenn Grothman,707
6,OZAUKEE,City of CEDARBURG Ward 7,762,IND,Tom Powell (write-in),0
6,OZAUKEE,City of CEDARBURG Ward 7,762,SCATTERING,NA,55
6,OZAUKEE,City of MEQUON Wards 1-3,1337,REP,Glenn Grothman,1181
6,OZAUKEE,City of MEQUON Wards 1-3,1337,IND,Tom Powell (write-in),78
6,OZAUKEE,City of MEQUON Wards 1-3,1337,SCATTERING,NA,78
6,OZAUKEE,City of MEQUON Ward 2A,206,REP,Glenn Grothman,188
6,OZAUKEE,City of MEQUON Ward 2A,206,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Ward 2A,206,SCATTERING,NA,18
6,OZAUKEE,City of MEQUON Ward 4,605,REP,Glenn Grothman,539
6,OZAUKEE,City of MEQUON Ward 4,605,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Ward 4,605,SCATTERING,NA,66
6,OZAUKEE,City of MEQUON Ward 5,846,REP,Glenn Grothman,766
6,OZAUKEE,City of MEQUON Ward 5,846,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Ward 5,846,SCATTERING,NA,80
6,OZAUKEE,City of MEQUON Ward 6,481,REP,Glenn Grothman,431
6,OZAUKEE,City of MEQUON Ward 6,481,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Ward 6,481,SCATTERING,NA,50
6,OZAUKEE,"City of MEQUON Wards 7,8",914,REP,Glenn Grothman,841
6,OZAUKEE,"City of MEQUON Wards 7,8",914,IND,Tom Powell (write-in),0
6,OZAUKEE,"City of MEQUON Wards 7,8",914,SCATTERING,NA,73
6,OZAUKEE,"City of MEQUON Wards 9,11",981,REP,Glenn Grothman,898
6,OZAUKEE,"City of MEQUON Wards 9,11",981,IND,Tom Powell (write-in),1
6,OZAUKEE,"City of MEQUON Wards 9,11",981,SCATTERING,NA,82
6,OZAUKEE,"City of MEQUON Wards 10,11A",337,REP,Glenn Grothman,302
6,OZAUKEE,"City of MEQUON Wards 10,11A",337,IND,Tom Powell (write-in),0
6,OZAUKEE,"City of MEQUON Wards 10,11A",337,SCATTERING,NA,35
6,OZAUKEE,City of MEQUON Ward 12,317,REP,Glenn Grothman,286
6,OZAUKEE,City of MEQUON Ward 12,317,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Ward 12,317,SCATTERING,NA,31
6,OZAUKEE,City of MEQUON Ward 13,505,REP,Glenn Grothman,459
6,OZAUKEE,City of MEQUON Ward 13,505,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Ward 13,505,SCATTERING,NA,46
6,OZAUKEE,City of MEQUON Wards 14-16,1228,REP,Glenn Grothman,1107
6,OZAUKEE,City of MEQUON Wards 14-16,1228,IND,Tom Powell (write-in),2
6,OZAUKEE,City of MEQUON Wards 14-16,1228,SCATTERING,NA,119
6,OZAUKEE,City of MEQUON Wards 17-18,1302,REP,Glenn Grothman,1169
6,OZAUKEE,City of MEQUON Wards 17-18,1302,IND,Tom Powell (write-in),1
6,OZAUKEE,City of MEQUON Wards 17-18,1302,SCATTERING,NA,132
6,OZAUKEE,City of MEQUON Wards 19-20,1372,REP,Glenn Grothman,1216
6,OZAUKEE,City of MEQUON Wards 19-20,1372,IND,Tom Powell (write-in),0
6,OZAUKEE,City of MEQUON Wards 19-20,1372,SCATTERING,NA,156
6,OZAUKEE,City of PORT WASHINGTON Ward 1,671,REP,Glenn Grothman,609
6,OZAUKEE,City of PORT WASHINGTON Ward 1,671,IND,Tom Powell (write-in),0
6,OZAUKEE,City of PORT WASHINGTON Ward 1,671,SCATTERING,NA,62
6,OZAUKEE,City of PORT WASHINGTON Ward 2,649,REP,Glenn Grothman,581
6,OZAUKEE,City of PORT WASHINGTON Ward 2,649,IND,Tom Powell (write-in),2
6,OZAUKEE,City of PORT WASHINGTON Ward 2,649,SCATTERING,NA,66
6,OZAUKEE,City of PORT WASHINGTON Ward 3,590,REP,Glenn Grothman,511
6,OZAUKEE,City of PORT WASHINGTON Ward 3,590,IND,Tom Powell (write-in),1
6,OZAUKEE,City of PORT WASHINGTON Ward 3,590,SCATTERING,NA,78
6,OZAUKEE,City of PORT WASHINGTON Ward 4,688,REP,Glenn Grothman,616
6,OZAUKEE,City of PORT WASHINGTON Ward 4,688,IND,Tom Powell (write-in),0
6,OZAUKEE,City of PORT WASHINGTON Ward 4,688,SCATTERING,NA,72
6,OZAUKEE,City of PORT WASHINGTON Ward 5,654,REP,Glenn Grothman,590
6,OZAUKEE,City of PORT WASHINGTON Ward 5,654,IND,Tom Powell (write-in),1
6,OZAUKEE,City of PORT WASHINGTON Ward 5,654,SCATTERING,NA,63
6,OZAUKEE,City of PORT WASHINGTON Ward 6,538,REP,Glenn Grothman,480
6,OZAUKEE,City of PORT WASHINGTON Ward 6,538,IND,Tom Powell (write-in),0
6,OZAUKEE,City of PORT WASHINGTON Ward 6,538,SCATTERING,NA,58
6,OZAUKEE,City of PORT WASHINGTON Ward 7,646,REP,Glenn Grothman,564
6,OZAUKEE,City of PORT WASHINGTON Ward 7,646,IND,Tom Powell (write-in),0
6,OZAUKEE,City of PORT WASHINGTON Ward 7,646,SCATTERING,NA,82
6,OZAUKEE,City of PORT WASHINGTON Ward 8,0,REP,Glenn Grothman,0
6,OZAUKEE,City of PORT WASHINGTON Ward 8,0,IND,Tom Powell (write-in),0
6,OZAUKEE,City of PORT WASHINGTON Ward 8,0,SCATTERING,NA,0
6,SHEBOYGAN,Town of GREENBUSH Wards 1-3,702,REP,Glenn Grothman,664
6,SHEBOYGAN,Town of GREENBUSH Wards 1-3,702,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of GREENBUSH Wards 1-3,702,SCATTERING,NA,38
6,SHEBOYGAN,Town of HERMAN Wards 1-3,793,REP,Glenn Grothman,758
6,SHEBOYGAN,Town of HERMAN Wards 1-3,793,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of HERMAN Wards 1-3,793,SCATTERING,NA,35
6,SHEBOYGAN,Town of HOLLAND Wards 1-3,1155,REP,Glenn Grothman,1116
6,SHEBOYGAN,Town of HOLLAND Wards 1-3,1155,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of HOLLAND Wards 1-3,1155,SCATTERING,NA,39
6,SHEBOYGAN,Town of LIMA Wards 1-4,1398,REP,Glenn Grothman,1357
6,SHEBOYGAN,Town of LIMA Wards 1-4,1398,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of LIMA Wards 1-4,1398,SCATTERING,NA,41
6,SHEBOYGAN,Town of LYNDON Wards 1-3,729,REP,Glenn Grothman,698
6,SHEBOYGAN,Town of LYNDON Wards 1-3,729,IND,Tom Powell (write-in),2
6,SHEBOYGAN,Town of LYNDON Wards 1-3,729,SCATTERING,NA,29
6,SHEBOYGAN,Town of MITCHELL Wards 1-3,557,REP,Glenn Grothman,534
6,SHEBOYGAN,Town of MITCHELL Wards 1-3,557,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of MITCHELL Wards 1-3,557,SCATTERING,NA,23
6,SHEBOYGAN,Town of MOSEL Ward 1,342,REP,Glenn Grothman,324
6,SHEBOYGAN,Town of MOSEL Ward 1,342,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of MOSEL Ward 1,342,SCATTERING,NA,18
6,SHEBOYGAN,Town of PLYMOUTH Wards 1-4,1439,REP,Glenn Grothman,1378
6,SHEBOYGAN,Town of PLYMOUTH Wards 1-4,1439,IND,Tom Powell (write-in),3
6,SHEBOYGAN,Town of PLYMOUTH Wards 1-4,1439,SCATTERING,NA,58
6,SHEBOYGAN,Town of RHINE Wards 1-3,1057,REP,Glenn Grothman,996
6,SHEBOYGAN,Town of RHINE Wards 1-3,1057,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of RHINE Wards 1-3,1057,SCATTERING,NA,61
6,SHEBOYGAN,Town of RUSSELL Ward 1,175,REP,Glenn Grothman,169
6,SHEBOYGAN,Town of RUSSELL Ward 1,175,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of RUSSELL Ward 1,175,SCATTERING,NA,6
6,SHEBOYGAN,Town of SCOTT Wards 1-3,882,REP,Glenn Grothman,861
6,SHEBOYGAN,Town of SCOTT Wards 1-3,882,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of SCOTT Wards 1-3,882,SCATTERING,NA,21
6,SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,3245,REP,Glenn Grothman,3026
6,SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,3245,IND,Tom Powell (write-in),1
6,SHEBOYGAN,Town of SHEBOYGAN Wards 1-10,3245,SCATTERING,NA,218
6,SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,822,REP,Glenn Grothman,790
6,SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,822,IND,Tom Powell (write-in),1
6,SHEBOYGAN,Town of SHEBOYGAN FALLS Wards 1-3,822,SCATTERING,NA,31
6,SHEBOYGAN,Town of SHERMAN Wards 1-2,749,REP,Glenn Grothman,730
6,SHEBOYGAN,Town of SHERMAN Wards 1-2,749,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of SHERMAN Wards 1-2,749,SCATTERING,NA,19
6,SHEBOYGAN,Town of WILSON Wards 1-4,1575,REP,Glenn Grothman,1473
6,SHEBOYGAN,Town of WILSON Wards 1-4,1575,IND,Tom Powell (write-in),0
6,SHEBOYGAN,Town of WILSON Wards 1-4,1575,SCATTERING,NA,102
6,SHEBOYGAN,Village of ADELL Ward 1,217,REP,Glenn Grothman,207
6,SHEBOYGAN,Village of ADELL Ward 1,217,IND,Tom Powell (write-in),3
6,SHEBOYGAN,Village of ADELL Ward 1,217,SCATTERING,NA,7
6,SHEBOYGAN,Village of CASCADE Ward 1,289,REP,Glenn Grothman,275
6,SHEBOYGAN,Village of CASCADE Ward 1,289,IND,Tom Powell (write-in),2
